SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
715;Porto Torres;224;OD:224;40.8353;8.4027;13;Italy;Sardegna;Quota ricavata da dem
716;S.Giovanni Coghinas(C.ra);226;OD:226;40.8827;8.7565;277;Italy;Sardegna;Quota ricavata da dem
717;S.Lucia di Bonorva (C.ra);227;OD:227;40.4228;8.8419;372;Italy;Sardegna;Quota ricavata da dem
718;Torralba FF.SS.;228;OD:228;40.5154;8.7619;445;Italy;Sardegna;Quota ricavata da dem
719;Ittireddu;232;OD:232;40.5458;8.904;331;Italy;Sardegna;Quota ricavata da dem
720;Ardara;233;OD:233;40.6332;8.8184;275;Italy;Sardegna;Quota ricavata da dem
721;Chilivani (Cabina);234;OD:234;40.6146;8.9073;219;Italy;Sardegna;Quota ricavata da dem
722;Ozieri;235;OD:235;40.5845;9.0036;417;Italy;Sardegna;Quota ricavata da dem
723;Fraigas (C.ra);236;OD:236;40.6289;8.9896;203;Italy;Sardegna;Quota ricavata da dem
724;Planu Ladu (C.ra);238;OD:238;40.6852;8.9407;178;Italy;Sardegna;Quota ricavata da dem
725;Oschiri;241;OD:241;40.7192;9.0997;211;Italy;Sardegna;Quota ricavata da dem
726;Monti;242;OD:242;40.8053;9.3257;335;Italy;Sardegna;Quota ricavata da dem
727;Zuighe (C.ra);244;OD:244;40.7574;9.3669;535;Italy;Sardegna;Quota ricavata da dem
728;Mazzinaiu (C.ra);245;OD:245;40.7096;9.3716;604;Italy;Sardegna;Quota ricavata da dem
729;Budduso';246;OD:246;40.578;9.2595;704;Italy;Sardegna;Quota ricavata da dem
730;Caddau (C.ra);250;OD:250;40.825;9.0911;581;Italy;Sardegna;Quota ricavata da dem
731;Muzzone (Diga);251;OD:251;40.7922;9.0257;247;Italy;Sardegna;Quota ricavata da dem
732;Coghinas (C.ra);252;OD:252;40.8631;8.9521;91;Italy;Sardegna;Quota ricavata da dem
733;Martis;254;OD:254;40.7793;8.8096;280;Italy;Sardegna;Quota ricavata da dem
734;Sedini;255;OD:255;40.851;8.8173;288;Italy;Sardegna;Quota ricavata da dem
735;Perfugas;256;OD:256;40.8296;8.8854;77;Italy;Sardegna;Quota ricavata da dem
736;S.Maria Coghinas (C.ra);257;OD:257;40.9109;8.8879;19;Italy;Sardegna;Quota ricavata da dem
737;Codaruina;258;OD:258;40.93;8.8249;12;Italy;Sardegna;Quota ricavata da dem
738;S.Francesco d'Aglientu;260;OD:260;41.0782;9.1129;413;Italy;Sardegna;Quota ricavata da dem
739;S.Teresa Gallura;262;OD:262;41.2415;9.1894;22;Italy;Sardegna;Quota ricavata da dem
740;Curadoreddu (C.ra);263;OD:263;40.8642;9.1272;650;Italy;Sardegna;Quota ricavata da dem
741;Val Licciola (Caserma);264;OD:264;40.8502;9.1527;1074;Italy;Sardegna;Quota ricavata da dem
742;Tempio;265;OD:265;40.9034;9.1041;524;Italy;Sardegna;Quota ricavata da dem
743;Aggius;266;OD:266;40.9291;9.0644;517;Italy;Sardegna;Quota ricavata da dem
744;Padulo (C.ra);267;OD:267;40.948;9.0947;412;Italy;Sardegna;Quota ricavata da dem
